,Rank_BX,Year,Title,Worldwide Box Office_BX,Domestic Box Office_BX,International Box Office_BX,Rank_MOJO,Lifetime Gross_MOJO,Max Theaters,Opening Box,Opening Th,Release Date,Distributor,User Rating_IMDB,Metacritic,Number of Votes,Running Time,Release Date_IMDB,Director,User Rating-TD,Year_TD,Category
2220,,,Tito's Murder Squads,,,,,,,,,,,,,,,,,7.88,2014,Crime
2221,,,Never Get Busted,,,,,,,,,,,,,,,,,8.58,2013,Crime
2222,,,The Mafia's Secret Bunkers,,,,,,,,,,,,,,,,,8.68,2013,Crime
2223,,,The Cleveland Captives: What Really Happened?,,,,,,,,,,,,,,,,,7.56,2013,Crime
2224,,,"Murder, Mayhem, and Meditation",,,,,,,,,,,,,,,,,8.31,2014,Crime
2225,,,Hidden Secrets: Gangsters of the 1920s and 1930s,,,,,,,,,,,,,,,,,7.69,2012,Crime
2226,,,The Fake Trade,,,,,,,,,,,,,,,,,7.90,2008,Crime
2227,,,Supermarket Slave Trial,,,,,,,,,,,,,,,,,8.92,2014,Crime
2228,,,The Holloway Files,,,,,,,,,,,,,,,,,6.38,2014,Crime
2229,,,Off the Chain,,,,,,,,,,,,,,,,,7.55,2005,Crime
2230,,,Confessions of an Undercover Cop,,,,,,,,,,,,,,,,,7.77,2011,Crime
2231,,,Trench Town: The Forgotten Land,,,,,,,,,,,,,,,,,8.26,2007,Crime
2232,,,The Killing of America,,,,,,,,,,,,,,,,,8.43,1982,Crime
2233,,,Jonestown: Paradise Lost,,,,,,,,,,,,,,,,,7.68,2007,Crime
2234,,,The Changing Face of the Mafia,,,,,,,,,,,,,,,,,8.21,2013,Crime
2235,,,Made in Bangladesh,,,,,,,,,,,,,,,,,8.53,2013,Crime
2236,,,Streets of New York,,,,,,,,,,,,,,,,,6.99,2013,Crime
2237,,,Debt Collector,,,,,,,,,,,,,,,,,7.15,2013,Crime
2238,,,Children for Sale,,,,,,,,,,,,,,,,,7.82,2010,Crime
2239,,,Vatican Inc.,,,,,,,,,,,,,,,,,8.71,2013,Crime
2240,,,Terror in Moscow,,,,,,,,,,,,,,,,,8.77,2003,Crime
2241,,,Land of Missing Children: The Rape Trade,,,,,,,,,,,,,,,,,8.08,2005,Crime
2242,,,"City of God, Guns and Gangs",,,,,,,,,,,,,,,,,7.34,2011,Crime
2243,,,"Young Kids, Hard Time",,,,,,,,,,,,,,,,,7.58,2011,Crime
2244,,,How Terri-Lynne McClintic Became a Killer,,,,,,,,,,,,,,,,,5.72,2012,Crime
2245,,,Cropsey,,,,"1,037","$52,476",4,"$6,306",1,"Jun 4, 2010",Cinema Purgatorio,6.3,73.0,"7,573",1h 24min,25 April 2009 (USA),Barbara Brancaccio,7.45,2009,Crime
2246,,,"Guns, Culture and Crime in the US",,,,,,,,,,,,,,,,,6.21,2013,Crime
2247,,,Battling the Yakuza,,,,,,,,,,,,,,,,,7.88,2012,Crime
2248,,,Inside the DEA,,,,,,,,,,,,,,,,,7.97,2010,Crime
2249,,,Alarma! Mexico's Most Violent Crimes,,,,,,,,,,,,,,,,,7.68,2008,Crime
2250,,,America's Prison Problem,,,,,,,,,,,,,,,,,6.30,2012,Crime
2251,,,The Craigslist Killer: Seven Days of Rage,,,,,,,,,,,,,,,,,7.04,2010,Crime
2252,,,The Killing Game,,,,,,,,,,,,,,,,,6.51,2010,Crime
2253,,,"Just Melvin, Just Evil",,,,,,,,,,,,,,,,,7.98,2000,Crime
2254,,,Pirate Fishing,,,,,,,,,,,,,,,,,8.83,2012,Crime
2255,,,How to Get Away with Stealing,,,,,,,,,,,,,,,,,7.38,2012,Crime
2256,,,Interview with a Cannibal (Issei Sagawa),,,,,,,,,,,,,,,,,6.47,2011,Crime
2257,,,Thieves by Law,,,,,,,,,,,,,,,,,7.17,2010,Crime
2258,,,Slavery: A 21st Century Evil,,,,,,,,,,,,,,,,,8.00,2011,Crime
2259,,,The Real Bonnie and Clyde,,,,,,,,,,,,,,,,,8.09,2009,Crime
2260,,,Robberies of the Century,,,,,,,,,,,,,,,,,5.27,2001,Crime
2261,,,Aberrican Me: Ross Capicchioni,,,,,,,,,,,,,,,,,8.04,2011,Crime
2262,,,Madeleine Was Here,,,,,,,,,,,,,,,,,6.59,2009,Crime
2263,,,Deadly Women,,,,,,,,,,,8.0,,"1,547",43min,TV Series (2008– ),Lynnanne Zager,6.12,2005,Crime
2264,,,Gangland,,,,,,,,,,,,,,,,,6.15,2007,Crime
2265,,,Confessions of a Serial Killer: Jeffrey Dahmer,,,,,,,,,,,,,,,,,7.62,1994,Crime
2266,,,Terror in Mumbai,,,,,,,,,,,,,,,,,8.26,2009,Crime
2267,,,Norway Massacre: The Killer's Mind,,,,,,,,,,,,,,,,,7.90,2011,Crime
2268,,,The Chessboard Killer,,,,,,,,,,,,,,,,,6.86,2009,Crime
2269,,,Massacre at Virginia Tech,,,,,,,,,,,,,,,,,7.61,2008,Crime
2270,,,Kill Me If You Can,,,,,,,,,,,,,,,,,7.35,2005,Crime
2271,,,Australian Druglords,,,,,,,,,,,,,,,,,7.38,2010,Crime
2272,,,Australian Families of Crime,,,,,,,,,,,,,,,,,3.22,2009,Crime
2273,,,The Mark of Cain,,,,,,,,,,,,,,,,,8.64,2001,Crime
2274,,,The World History of Organized Crime,,,,,,,,,,,,,,,,,8.15,2001,Crime
2275,,,Marc Dutroux: The Monster of Belgium,,,,,,,,,,,,,,,,,7.70,2008,Crime
2276,,,Paradise Lost: The Child Murders at Robin Hood Hills,,,,,,,,,,,8.3,,"14,988",2h 30min,10 June 1996 (USA),Joe Berlinger,8.21,1996,Crime
2277,,,Ten Commandments of the Mafia,,,,,,,,,,,,,,,,,5.86,,Crime
2278,,,Cocaine Cowboys 2: Hustlin' with the Godmother,,,,,,,,,,,,,,,,,6.81,2008,Crime
2279,,,18th Street Gang,,,,,,,,,,,,,,,,,6.45,,Crime
2280,,,Sherlock Holmes: The True Story,,,,,,,,,,,,,,,,,8.05,2003,Crime
2281,,,Hunting Pablo Escobar,,,,,,,,,,,,,,,,,6.13,,Crime
2282,,,Serial Killers: The Real Life Hannibal Lecters,,,,,,,,,,,,,,,,,6.64,2001,Crime
2283,,,The Ken and Barbie Killers,,,,,,,,,,,,,,,,,6.08,,Crime
2284,,,Behind Bars,,,,,,,,,,,,,,,,,8.14,2008,Crime
2285,,,H.H. Holmes: America's First Serial Killer,,,,,,,,,,,,,,,,,6.23,,Crime
2286,,,How to Kill a Human Being,,,,,,,,,,,,,,,,,7.41,2008,Crime
2287,,,Charles Manson Then and Now,,,,,,,,,,,,,,,,,6.76,,Crime
2288,,,Jack the Ripper,,,,,,,,,,,,,,,,,6.30,,Crime
2289,,,Lucky Luciano,,,,,,,,,,,,,,,,,8.08,,Crime
2290,,,Bastards of the Party,,,,,,,,,,,,,,,,,7.30,2005,Crime
2291,,,MS13: World's most Dangerous Gang,,,,,,,,,,,,,,,,,6.56,2005,Crime
2292,,,Law and Disorder in Philadelphia and Johannesburg,,,,,,,,,,,,,,,,,8.77,2008,Crime
2293,,,Ross Kemp on Gangs,,,,,,,,,,,,,,,,,7.10,2006,Crime
2294,,,Twist of Faith,,,,"1,754","$8,129",2,"$2,085",2,"Jul 1, 2005",Artistic License,,,,,,,6.63,2004,Crime
2295,,,Mob Stories: The Big Guy (Frank Cotroni),,,,,,,,,,,,,,,,,6.45,2003,Crime
2296,,,How to Commit the Perfect Murder,,,,,,,,,,,,,,,,,7.33,2007,Crime
2297,,,American Drug War: The Last White Hope,,,,,,,,,,,,,,,,,8.26,2007,Crime
2298,,,The Murder of Fred Hampton,,,,,,,,,,,,,,,,,7.04,1971,Crime
2299,,,The Assassination of Martin Luther King Jr.,,,,,,,,,,,,,,,,,5.52,1993,Crime
2300,,,Sex Crimes and the Vatican,,,,,,,,,,,,,,,,,8.32,2006,Crime
2301,,,The Death Squads,,,,,,,,,,,,,,,,,7.93,,Crime
2302,,,The Rape of Nanking: Nanjing Massacre,,,,,,,,,,,,,,,,,7.48,,Crime
2303,,,These Streets Are Watching,,,,,,,,,,,,,,,,,7.00,,Crime
2304,,,Chechnya: The Dirty War,,,,,,,,,,,,,,,,,7.68,,Crime
2305,938,2006,Cocaine Cowboys,"$163,000","$163,000",,667,"$150,056",14,"$36,295",12,"Oct 27, 2006",Magnolia Pictures,7.8,,"12,274",1h 58min,23 November 2007 (UK),Billy Corben,8.26,2006,Crime
2306,159,2003,Capturing the Friedmans,"$4,409,434","$3,117,985","$1,291,449",95,"$3,119,113",78,"$65,154",3,"May 30, 2003",Magnolia Pictures,7.7,90.0,"23,733",1h 47min,18 July 2003 (USA),Andrew Jarecki,6.31,,Crime
2307,,,The Iceman: Confessions of a Mafia Hitman,,,,,,,,,,,,,,,,,8.45,2001,Crime
2308,,,Skinheads USA: Soldiers of the Race War,,,,,,,,,,,,,,,,,6.03,1993,Crime
2309,,,Memory of the Camps,,,,,,,,,,,,,,,,,6.31,,Crime
2310,,,Jeffrey Epstein: The Game of the Global Elite,,,,,,,,,,,,,,,,,6.07,2020,Conspiracy
2311,,,Planet of the Humans,,,,,,,,,,,6.9,,"2,322",1h 40min,31 July 2019 (USA),Jeff Gibbs,8.51,2020,Conspiracy
2312,,,Tracking Down the Origin of Wuhan Coronavirus,,,,,,,,,,,,,,,,,6.10,2020,Conspiracy
2313,,,Square One,,,,,,,,,,,8.1,,"1,267",1h 23min,5 October 2019 (USA),Danny Wu,9.47,2019,Conspiracy
2314,,,The Girl Who Became Three Boys,,,,,,,,,,,,,,,,,5.31,2012,Conspiracy
2315,,,Freedom from Choice,,,,,,,,,,,,,,,,,7.26,2014,Conspiracy
2316,,,The Secrets of Silicon Valley,,,,,,,,,,,,,,,,,8.51,2019,Conspiracy
2317,,,The Crisis of Science,,,,,,,,,,,,,,,,,7.75,2019,Conspiracy
2318,,,Operation Infektion,,,,,,,,,,,,,,,,,4.67,2018,Conspiracy
2319,,,The Spider's Web: Britain's Second Empire,,,,,,,,,,,,,,,,,9.10,2017,Conspiracy
2320,,,The Unknowns,,,,"1,054","$51,035",21,-,-,"May 30, 2016",GathrFilms,,,,,,,6.68,2017,Conspiracy
2321,,,The Real Secrets Hidden in Antarctica... Revealed,,,,,,,,,,,,,,,,,6.52,2017,Conspiracy
2322,,,False Flag Hoaxers,,,,,,,,,,,,,,,,,4.35,2018,Conspiracy
2323,,,Why Big Oil Conquered the World,,,,,,,,,,,,,,,,,8.26,2017,Conspiracy
2324,,,UFOs and Nukes: The Secret Link Revealed,,,,,,,,,,,,,,,,,7.51,2017,Conspiracy
2325,,,Targeted Individuals,,,,,,,,,,,,,,,,,6.34,2017,Conspiracy
2326,,,Cultural Marxism: The Corruption of America,,,,,,,,,,,,,,,,,5.80,2011,Conspiracy
2327,,,Secret Societies and Biblical Prophecy,,,,,,,,,,,,,,,,,6.69,2011,Conspiracy
2328,,,How Big Oil Conquered the World,,,,,,,,,,,,,,,,,8.60,2015,Conspiracy
2329,,,Close Encounters,,,,,,,,,,,,,,,,,6.46,2005,Conspiracy
2330,,,Programming of Life 2: Earth,,,,,,,,,,,,,,,,,6.00,2015,Conspiracy
2331,,,The Hidden Enemy: Inside Psychiatry's Covert Agenda,,,,,,,,,,,,,,,,,7.09,2013,Conspiracy
2332,,,Hidden Influence: The Rise of Collectivism,,,,,,,,,,,,,,,,,6.73,2015,Conspiracy
2333,,,Everything Is a Rich Man's Trick,,,,,,,,,,,,,,,,,8.48,2014,Conspiracy
2334,,,Bilderberg'$ Club,,,,,,,,,,,,,,,,,7.54,2015,Conspiracy
2335,,,Second Opinion: Laetrile at Sloan-Kettering,,,,,,,,,,,,,,,,,7.46,2014,Conspiracy
2336,,,The Mysterious Origins of Man: Part 2,,,,,,,,,,,,,,,,,7.22,2007,Conspiracy
2337,,,The Secret Mars Colony,,,,,,,,,,,,,,,,,4.04,2014,Conspiracy
2338,,,The Collective Evolution III: The Shift,,,,,,,,,,,,,,,,,7.80,2014,Conspiracy
2339,,,Best UFO Cases Ever Caught on Tape,,,,,,,,,,,,,,,,,6.66,2007,Conspiracy
2340,,,SHADE the Motion Picture,,,,,,,,,,,,,,,,,7.04,2013,Conspiracy
2341,,,"Vox Populi, Methods of Manipulation",,,,,,,,,,,,,,,,,7.36,2011,Conspiracy
2342,,,Subconscious War,,,,,,,,,,,,,,,,,8.52,2011,Conspiracy
2343,,,The Human Microchipping Agenda,,,,,,,,,,,,,,,,,7.65,2011,Conspiracy
2344,,,Koch Brothers Exposed,,,,,,,,,,,,,,,,,7.99,2012,Conspiracy
2345,,,Corporate Fascism,,,,,,,,,,,,,,,,,7.89,2011,Conspiracy
2346,,,United We Fall,,,,,,,,,,,,,,,,,7.91,2010,Conspiracy
2347,,,The God Within,,,,,,,,,,,,,,,,,5.80,2012,Conspiracy
2348,,,State of Mind: The Psychology of Control,,,,,,,,,,,,,,,,,6.89,2013,Conspiracy
2349,,,The Enigma of Flying Spheres,,,,,,,,,,,,,,,,,7.04,2013,Conspiracy
2350,,,"Love, Reality, and the Time of Transition",,,,,,,,,,,,,,,,,7.78,2011,Conspiracy
2351,,,The Great Culling: Our Water,,,,,,,,,,,,,,,,,8.57,2013,Conspiracy
2352,,,Marathon Day: Boston,,,,,,,,,,,,,,,,,7.71,2013,Conspiracy
2353,,,The Greatest Truth Never Told,,,,,,,,,,,,,,,,,7.16,2012,Conspiracy
2354,,,The Collective Evolution,,,,,,,,,,,,,,,,,7.09,2011,Conspiracy
2355,,,Eye of the Illuminati,,,,,,,,,,,,,,,,,7.51,2012,Conspiracy
2356,,,The Art of Deception,,,,,,,,,,,,,,,,,6.88,2013,Conspiracy
2357,,,Slavery by Consent,,,,,,,,,,,,,,,,,7.47,2010,Conspiracy
2358,,,The Phase,,,,,,,,,,,,,,,,,6.10,2013,Conspiracy
2359,,,Obama's Real Reason He Wants Your Guns,,,,,,,,,,,,,,,,,5.83,2013,Conspiracy
2360,,,Secrets in Plain Sight,,,,,,,,,,,,,,,,,6.84,2010,Conspiracy
2361,,,Fluoridegate,,,,,,,,,,,,,,,,,8.00,2013,Conspiracy
2362,,,The Secret Space Program,,,,,,,,,,,,,,,,,5.52,2011,Conspiracy
2363,,,Resonance: Beings of Frequency,,,,,,,,,,,,,,,,,8.34,2012,Conspiracy
2364,,,Symbolism in Logos,,,,,,,,,,,,,,,,,6.27,2011,Conspiracy
2365,,,Zero Point,,,,,,,,,,,,,,,,,8.16,2012,Conspiracy
2366,,,Programming of Life,,,,,,,,,,,,,,,,,6.92,2011,Conspiracy
2367,,,The James Holmes Conspiracy,,,,,,,,,,,,,,,,,6.69,2012,Conspiracy
2368,,,Propaganda,,,,,,,,,,,,,,,,,8.59,2012,Conspiracy
2369,,,Uroko,,,,,,,,,,,,,,,,,8.69,2010,Conspiracy
2370,,,THRIVE: What on Earth Will It Take?,,,,,,,,,,,,,,,,,6.90,2011,Conspiracy
2371,,,Age of Deceit: Fallen Angels and the New World Order,,,,,,,,,,,,,,,,,7.29,2011,Conspiracy
2372,,,Letter from Poland,,,,,,,,,,,,,,,,,7.87,2010,Conspiracy
2373,,,Did Aliens Build the Pyramids?,,,,,,,,,,,,,,,,,5.75,2010,Conspiracy
2374,,,War on Our World,,,,,,,,,,,,,,,,,6.95,2011,Conspiracy
2375,,,The Kennedy Assassination: 24 Hours After,,,,,,,,,,,,,,,,,6.79,2010,Conspiracy
2376,,,The Secret: Evidence We Are Not Alone,,,,,,,,,,,,,,,,,7.82,2003,Conspiracy
2377,,,The Light Bulb Conspiracy,,,,,,,,,,,,,,,,,8.60,2010,Conspiracy
2378,,,Re-investigating Dreamland: Secrets of Area 51,,,,,,,,,,,,,,,,,7.10,2009,Conspiracy
2379,,,Inside Secret Government Warehouses,,,,,,,,,,,,,,,,,6.20,2010,Conspiracy
2380,,,Invisible Empire: A New World Order Defined,,,,,,,,,,,,,,,,,6.82,2010,Conspiracy
2381,,,The Truth Behind the Moon Landings,,,,,,,,,,,,,,,,,6.42,2003,Conspiracy
2382,,,Mystery Quest: Hitler's Escape,,,,,,,,,,,,,,,,,5.19,2009,Conspiracy
2383,,,The Tobacco Conspiracy,,,,,,,,,,,,,,,,,7.89,,Conspiracy
2384,,,Hangar 18: The UFO Warehouse,,,,,,,,,,,,,,,,,7.63,,Conspiracy
2385,,,The New American Century,,,,,,,,,,,,,,,,,8.57,2009,Conspiracy
2386,,,Camp FEMA: American Lockdown,,,,,,,,,,,,,,,,,6.65,2009,Conspiracy
2387,,,December 21 2012: The End Of The World,,,,,,,,,,,,,,,,,7.40,2011,Conspiracy
2388,,,FDR and Pearl Harbor Conspiracy,,,,,,,,,,,,,,,,,8.28,,Conspiracy
2389,,,Iron Triangle: The Carlyle Group,,,,,,,,,,,,,,,,,7.46,2012,Conspiracy
2390,,,Dark Side of the Moon,,,,,,,,,,,,,,,,,6.58,2002,Conspiracy
2391,,,Secret History of the Freemasons,,,,,,,,,,,,,,,,,5.52,2007,Conspiracy
2392,,,Silenced: TWA 800 and the Subversion of Justice,,,,,,,,,,,,,,,,,7.86,2001,Conspiracy
2393,,,The Iron Wall,,,,,,,,,,,,,,,,,8.23,2006,Conspiracy
2394,,,Monarch: The New Phoenix Program,,,,,,,,,,,,,,,,,7.91,,Conspiracy
2395,,,Blood Coltan,,,,,,,,,,,,,,,,,8.26,2007,Conspiracy
2396,,,Israel's Secret Weapon,,,,,,,,,,,,,,,,,8.59,2003,Conspiracy
2397,,,Breaking The Silence: Truth and Lies in the War On Terror,,,,,,,,,,,,,,,,,8.58,2003,Conspiracy
2398,,,Wake Up Call: New World Order,,,,,,,,,,,,,,,,,7.13,2012,Conspiracy
2399,,,A Funny Thing Happened on the Way to the Moon,,,,,,,,,,,,,,,,,7.05,2001,Conspiracy
2400,,,Conspiracy of Silence: The Franklin Cover Up,,,,,,,,,,,,,,,,,7.55,1994,Conspiracy
2401,,,The Obama Deception,,,,,,,,,,,,,,,,,6.94,2009,Conspiracy
2402,,,"Big Brother, Big Business",,,,,,,,,,,,,,,,,7.31,2006,Conspiracy
2403,,,Secrets of the CIA,,,,,,,,,,,,,,,,,7.28,1998,Conspiracy
2404,,,The Lightbringers: The Emissaries of Jahbulon,,,,,,,,,,,,,,,,,7.50,2005,Conspiracy
2405,,,Mind Control: America's Secret War,,,,,,,,,,,,,,,,,7.74,2006,Conspiracy
2406,,,Secret Space,,,,,,,,,,,,,,,,,5.62,2010,Conspiracy
2407,,,The FBI's War on Black America,,,,,,,,,,,,,,,,,7.99,1990,Conspiracy
2408,,,Beslan,,,,,,,,,,,,,,,,,8.33,2006,Conspiracy
2409,,,Evidence of Revision,,,,,,,,,,,,,,,,,8.17,2006,Conspiracy
2410,,,The New Rulers of the World,,,,,,,,,,,,,,,,,8.61,2001,Conspiracy
2411,,,WACO: A New Revelation,,,,,,,,,,,,,,,,,8.02,1999,Conspiracy
2412,,,JFK II: the Bush Connection,,,,,,,,,,,,,,,,,8.09,2003,Conspiracy
2413,,,The CIA and the Nazis,,,,,,,,,,,,,,,,,6.37,2004,Conspiracy
2414,,,The Illuminati,,,,,,,,,,,,,,,,,6.79,2013,Conspiracy
2415,,,WACO: The Rules of Engagement,,,,,,,,,,,,,,,,,8.41,1997,Conspiracy
2416,,,America: Freedom to Fascism,,,,852,"$87,400",10,"$61,200",10,"Jul 28, 2006",Cinema Libre Studio,,,,,,,8.37,2006,Conspiracy
2417,,,The Many Faces of Lee Harvey Oswald,,,,,,,,,,,,,,,,,8.07,1991,Conspiracy
2418,,,Conspiracy of Silence,,,,,,,,,,,,,,,,,8.02,1994,Conspiracy
2419,,,The Crash of 1929,,,,,,,,,,,,,,,,,7.75,1990,Conspiracy
2420,,,The Mysterious Origins of Man,,,,,,,,,,,,,,,,,6.98,1996,Conspiracy
2421,,,J.P. Morgan: How One Man Financed America,,,,,,,,,,,,,,,,,3.85,2020,Biography
2422,,,George Washington Carver: An Uncommon Life,,,,,,,,,,,,,,,,,9.06,2018,Biography
2423,,,Jane Austen: Behind Closed Doors,,,,,,,,,,,,,,,,,6.85,2017,Biography
2424,,,Putin's Witnesses,,,,,,,,,,,,,,,,,6.14,2019,Biography
2425,,,Becoming Warren Buffett,,,,,,,,,,,7.6,,"3,244",1h 30min,30 January 2017 (USA),Peter W. Kunhardt,7.27,2017,Biography
2426,,,Osama Bin Laden: Up Close and Personal,,,,,,,,,,,,,,,,,5.89,2016,Biography
2427,,,True Life Stories: Kanye West,,,,,,,,,,,,,,,,,3.81,2018,Biography
2428,,,True Life Stories: Conor McGregor,,,,,,,,,,,,,,,,,6.30,2018,Biography
2429,,,Demi Lovato: Simply Complicated,,,,,,,,,,,,,,,,,6.62,2017,Biography
2430,,,Few Words,,,,,,,,,,,,,,,,,8.13,2012,Biography
2431,,,The Unauthorized Biography of David Rockefeller,,,,,,,,,,,,,,,,,7.03,2017,Biography
2432,,,Hans Zimmer Revealed,,,,,,,,,,,,,,,,,7.04,2015,Biography
2433,,,Kim Jong-un: The Unauthorized Biography,,,,,,,,,,,,,,,,,8.16,2016,Biography
2434,,,Great Big Beautiful Tomorrow,,,,,,,,,,,,,,,,,8.26,2016,Biography
2435,,,Banaz: A Love Story,,,,,,,,,,,,,,,,,8.55,2012,Biography
2436,,,Lovecraft: Fear of the Unknown,,,,,,,,,,,,,,,,,8.01,2008,Biography
2437,,,How I Became the Real 'Iron Man',,,,,,,,,,,,,,,,,8.23,2014,Biography
2438,,,The Hitch,,,,,,,,,,,,,,,,,8.60,2014,Biography
2439,,,Elvis Presley: The Last 24 Hours,,,,,,,,,,,,,,,,,7.88,2007,Biography
2440,,,Mark Zuckerberg's Profile,,,,,,,,,,,,,,,,,7.53,2013,Biography
2441,,,Anna Nicole Smith: Her Final Hours,,,,,,,,,,,,,,,,,6.94,2010,Biography
2442,,,Al Capone: The Untouchable Legend,,,,,,,,,,,,,,,,,7.56,2004,Biography
2443,,,General Idi Amin Dada: Self Portrait,,,,,,,,,,,,,,,,,6.36,1974,Biography
2444,,,Marvin Gaye: His Final Hours,,,,,,,,,,,,,,,,,7.75,2011,Biography
2445,,,Janis Joplin: Her Final Hours,,,,,,,,,,,,,,,,,8.23,2007,Biography
2446,,,Jim Morrison: His Final Hours,,,,,,,,,,,,,,,,,8.19,2010,Biography
2447,,,Tupac: His Final Hours,,,,,,,,,,,,,,,,,7.47,2010,Biography
2448,,,The House of Rothschild: The Money's Prophets,,,,,,,,,,,,,,,,,7.09,1998,Biography
2449,,,Johnny Cash: The Last Great American,,,,,,,,,,,,,,,,,8.55,2004,Biography
2450,,,Steve Jobs: Billion Dollar Hippy,,,,,,,,,,,,,,,,,6.86,2011,Biography
2451,,,The Google Boys,,,,,,,,,,,,,,,,,7.09,2005,Biography
2452,,,Tesla: Master of Lightning,,,,,,,,,,,,,,,,,8.57,2000,Biography
2453,,,Bill Gates: How a Geek Changed the World,,,,,,,,,,,,,,,,,8.15,2008,Biography
2454,,,David Bowie: Sound and Vision,,,,,,,,,,,,,,,,,7.56,2003,Biography
2455,,,Amy Winehouse: What Really Happened,,,,,,,,,,,,,,,,,6.71,2007,Biography
2456,,,Confucius: Words of Wisdom,,,,,,,,,,,,,,,,,6.49,2005,Biography
2457,,,"Parallel Worlds, Parallel Lives",,,,,,,,,,,,,,,,,8.20,2007,Biography
2458,,,Percy Julian: Forgotten Genius,,,,,,,,,,,,,,,,,7.54,2007,Biography
2459,,,Who is Peter Joseph?,,,,,,,,,,,,,,,,,7.23,2009,Biography
2460,651,2004,Bukowski: Born Into This,"$328,898","$311,431","$17,467",,,,,,,,,,,,,,7.71,2003,Biography
2461,,,How Bruce Lee Changed the World,,,,,,,,,,,,,,,,,7.98,2009,Biography
2462,,,N is a Number: A Portrait of Paul Erdös,,,,,,,,,,,,,,,,,7.57,1993,Biography
2463,,,Timothy Leary: The Man Who Turned On America,,,,,,,,,,,,,,,,,7.61,,Biography
2464,,,Bruce Lee: A Warrior's Journey,,,,,,,,,,,,,,,,,8.27,2000,Biography
2465,,,Living with Michael Jackson,,,,,,,,,,,,,,,,,2.17,,Biography
2466,,,Exploring Einstein: Life of a Genius,,,,,,,,,,,,,,,,,5.91,,Biography
2467,,,Mike Tyson: Beyond the Glory,,,,,,,,,,,,,,,,,7.56,,Biography
2468,,,Declassified: Ayatollah Khomeini,,,,,,,,,,,,,,,,,6.15,2006,Biography
2469,,,Ho Chi Minh: Vietnam's Enigma,,,,,,,,,,,,,,,,,8.57,,Biography
2470,,,The New Clinton Chronicles,,,,,,,,,,,,,,,,,7.17,1994,Biography
2471,,,Bill Clinton: His Life,,,,,,,,,,,,,,,,,5.84,2004,Biography
2472,,,Nikola Tesla: The Genius Who Lit the World,,,,,,,,,,,,,,,,,8.28,1994,Biography
2473,,,Matter of Heart,,,,,,,,,,,,,,,,,7.60,1985,Biography
2474,,,Beneath The Veil,,,,,,,,,,,,,,,,,8.19,2001,Biography
2475,,,Biography: Barack Obama,,,,,,,,,,,,,,,,,6.34,,Biography
2476,,,The Nazi Officer's Wife,,,,,,,,,,,,,,,,,5.26,2003,Biography
2477,,,Grey Gardens,,,,"1,191","$36,923",1,"$13,845",1,"Mar 6, 2015",Janus Films,7.6,82.0,"11,939",1h 35min,27 September 1975 (USA),Ellen Hovde,7.18,1975,Biography
2478,,,Neil Young: Heart of Gold,,,,,,,,,,,,,,,,,7.94,,Biography
2479,,,Ernest Hemingway: Wrestling with Life,,,,,,,,,,,,,,,,,7.82,1998,Biography
2480,,,Imagine: John Lennon - The Definitive Film Portrait,,,,,,,,,,,,,,,,,7.75,1988,Biography
2481,,,Tupac: Resurrection,,,,41,"$7,718,961",804,"$4,632,847",801,"Nov 14, 2003",Paramount Pictures,7.9,66.0,"8,927",1h 52min,14 November 2003 (USA),Lauren Lazin,8.05,2003,Biography
2482,,,"Mahatma: Life of Gandhi, 1869-1948",,,,,,,,,,,,,,,,,8.04,,Biography
2483,,,Abstract: The Art of Design,,,,,,,,,,,8.4,,"4,556",45min,TV Series (2017– ),Platon,8.00,2017,Art and Artists
2484,,,Secret Origin: The Story of DC Comics,,,,,,,,,,,,,,,,,6.77,2010,Art and Artists
2485,,,Treasure Planet: Disney's Biggest Mistake,,,,,,,,,,,,,,,,,7.63,2017,Art and Artists
2486,,,The Mystery Conman,,,,,,,,,,,,,,,,,8.25,2017,Art and Artists
2487,,,Cultural Barbarians,,,,,,,,,,,,,,,,,6.30,2016,Art and Artists
2488,,,Star Wars Begins,,,,,,,,,,,,,,,,,8.00,2011,Art and Artists
2489,,,Kayenta,,,,,,,,,,,,,,,,,7.22,2016,Art and Artists
2490,,,Atari: Game Over,,,,,,,,,,,,,,,,,8.20,2014,Art and Artists
2491,,,What Makes Art Valuable?,,,,,,,,,,,,,,,,,8.43,2011,Art and Artists
2492,,,The World's Most Expensive Stolen Paintings,,,,,,,,,,,,,,,,,8.33,2013,Art and Artists
2493,,,Art Sleuth,,,,,,,,,,,,,,,,,8.16,2013,Art and Artists
2494,,,The History of Grand Theft Auto,,,,,,,,,,,,,,,,,7.64,2013,Art and Artists
2495,,,Furries: An Inside Look,,,,,,,,,,,,,,,,,6.00,2011,Art and Artists
2496,,,A World of Art: The Metropolitan Museum of Art,,,,,,,,,,,,,,,,,8.18,2009,Art and Artists
2497,,,NOVA: The Film,,,,,,,,,,,,,,,,,8.27,2011,Art and Artists
2498,,,Ai Weiwei: Without Fear or Favour,,,,,,,,,,,,,,,,,8.20,2010,Art and Artists
2499,,,Modern Masters,,,,,,,,,,,,,,,,,7.87,2010,Art and Artists
2500,,,The Art of Russia,,,,,,,,,,,,,,,,,8.10,2009,Art and Artists
2501,,,The Genius of Photography,,,,,,,,,,,,,,,,,7.51,2007,Art and Artists
2502,,,Goya: Crazy Like a Genius,,,,,,,,,,,,,,,,,6.69,2002,Art and Artists
