,Rank_BX,Year,Title,Worldwide Box Office_BX,Domestic Box Office_BX,International Box Office_BX,Rank_MOJO,Lifetime Gross_MOJO,Max Theaters,Opening Box,Opening Th,Release Date,Distributor,User Rating_IMDB,Metacritic,Number of Votes,Running Time,Release Date_IMDB,Director,User Rating-TD,Year_TD,Category
1285,,,Arctic Manhunt,,,,,,,,,,,,,,,,,8.38,2013,Mystery
1286,,,The City of Atlantis,,,,,,,,,,,,,,,,,6.26,2004,Mystery
1287,,,Symbols of an Alien Sky,,,,,,,,,,,,,,,,,7.67,2009,Mystery
1288,,,Westall '66: A Suburban UFO Mystery,,,,,,,,,,,,,,,,,8.47,2010,Mystery
1289,,,Where is Flight MH370?,,,,,,,,,,,,,,,,,8.20,2014,Mystery
1290,,,Who Killed the Maya?,,,,,,,,,,,,,,,,,7.59,2006,Mystery
1291,,,Best Ghost Cases Ever Caught on Tape,,,,,,,,,,,,,,,,,4.74,2007,Mystery
1292,,,666 Revealed,,,,,,,,,,,,,,,,,4.41,2006,Mystery
1293,,,The Aswang Phenomenon,,,,,,,,,,,,,,,,,6.81,2011,Mystery
1294,,,Secret Mysteries of America's Beginnings: The New Atlantis,,,,,,,,,,,,,,,,,6.97,2006,Mystery
1295,,,The Friendship Case,,,,,,,,,,,,,,,,,7.33,2013,Mystery
1296,,,The Book That Can't Be Read,,,,,,,,,,,,,,,,,7.24,2011,Mystery
1297,,,Beyond the Bermuda Triangle: The Devil's Sea,,,,,,,,,,,,,,,,,7.26,2009,Mystery
1298,,,The Lost Caves of Giza,,,,,,,,,,,,,,,,,6.29,2011,Mystery
1299,,,Mystery of the Disembodied Feet,,,,,,,,,,,,,,,,,6.63,2009,Mystery
1300,,,Technologies of the Gods,,,,,,,,,,,,,,,,,6.66,2004,Mystery
1301,,,Ancient Aliens Debunked,,,,,,,,,,,,,,,,,7.79,2012,Mystery
1302,,,The Gerson Miracle,,,,,,,,,,,,,,,,,7.25,2004,Mystery
1303,,,The Angel Effect,,,,,,,,,,,,,,,,,7.29,2011,Mystery
1304,,,Project 10:10:10 - Pill or Perception?,,,,,,,,,,,,,,,,,7.86,2011,Mystery
1305,,,Heaven Earth,,,,,,,,,,,,,,,,,6.89,2008,Mystery
1306,,,Mystery of the Romanovs,,,,,,,,,,,,,,,,,5.83,2007,Mystery
1307,,,Sleep Paralysis and Ghost Visions,,,,,,,,,,,,,,,,,7.22,2006,Mystery
1308,,,The Revelation of the Pyramids,,,,,,,,,,,,,,,,,8.38,2010,Mystery
1309,,,Finding Atlantis,,,,,,,,,,,,,,,,,7.76,2011,Mystery
1310,,,Titanic's Final Moments: Missing Pieces,,,,,,,,,,,,,,,,,7.59,2006,Mystery
1311,,,History of Magic,,,,,,,,,,,,,,,,,7.14,2008,Mystery
1312,,,Animal X,,,,,,,,,,,,,,,,,5.98,1997,Mystery
1313,,,Extraordinary People: The Rainman Twins,,,,,,,,,,,,,,,,,6.86,2008,Mystery
1314,,,Is It Real?,,,,,,,,,,,,,,,,,4.92,2005,Mystery
1315,,,Mysterious Treasure on Oak Island,,,,,,,,,,,,,,,,,5.44,,Mystery
1316,,,Athene's Theory of Everything,,,,,,,,,,,,,,,,,6.84,2011,Mystery
1317,,,Atlantis: The Evidence,,,,,,,,,,,,,,,,,7.66,2010,Mystery
1318,,,The Portal: The Hessdalen Lights Phenomenon,,,,,,,,,,,,,,,,,8.18,2009,Mystery
1319,,,Vampire Secrets,,,,,,,,,,,,,,,,,7.33,2006,Mystery
1320,,,The Day before Disclosure,,,,,,,,,,,,,,,,,7.74,2010,Mystery
1321,,,Ancient Aliens,,,,,,,,,,,7.3,,"9,203",42min,TV Series (2009– ),Robert Clotworthy,6.16,2010,Mystery
1322,,,Giants: The Mystery and The Myth,,,,,,,,,,,,,,,,,6.01,2001,Mystery
1323,,,The Pyramid Code,,,,,,,,,,,,,,,,,6.87,2009,Mystery
1324,,,Life after Life,,,,,,,,,,,,,,,,,7.35,,Mystery
1325,,,A Question of Miracles: Faith Healing,,,,,,,,,,,,,,,,,6.36,1999,Mystery
1326,,,Secrets of the Psychics,,,,,,,,,,,,,,,,,7.87,1993,Mystery
1327,,,Secrets of the Playing Card,,,,,,,,,,,,,,,,,6.55,,Mystery
1328,,,Water: The Great Mystery,,,,,,,,,,,,,,,,,6.52,2006,Mystery
1329,,,World's Scariest Ghosts Caught on Tape,,,,,,,,,,,,,,,,,6.70,2000,Mystery
1330,,,Ghosts of the Underground,,,,,,,,,,,,,,,,,7.69,,Mystery
1331,,,The Other Nostradamus,,,,,,,,,,,,,,,,,7.73,2005,Mystery
1332,,,Ancient Mysteries: Bigfoot,,,,,,,,,,,,,,,,,6.63,,Mystery
1333,,,Witchcraft and Magic,,,,,,,,,,,,,,,,,4.84,,Mystery
1334,,,Lost King of the Maya,,,,,,,,,,,,,,,,,7.62,,Mystery
1335,,,The Privileged Planet,,,,,,,,,,,,,,,,,7.63,2004,Mystery
1336,,,Cracking the Maya Code,,,,,,,,,,,,,,,,,8.00,2008,Mystery
1337,,,Who Built Stonehenge?,,,,,,,,,,,,,,,,,7.76,,Mystery
1338,,,DMT: The Spirit Molecule,,,,,,,,,,,,,,,,,6.92,2010,Mystery
1339,,,I Know What I Saw,,,,,,,,,,,,,,,,,7.69,2009,Mystery
1340,,,The Phoenix Lights,,,,,,,,,,,,,,,,,7.79,,Mystery
1341,,,The Billy Meier Story,,,,,,,,,,,,,,,,,6.71,2009,Mystery
1342,,,Aleister Crowley: The Wickedest Man in the World,,,,,,,,,,,,,,,,,6.55,2002,Mystery
1343,,,The Family That Walks on All Four,,,,,,,,,,,,,,,,,7.07,2006,Mystery
1344,,,The Bermuda Triangle,,,,,,,,,,,,,,,,,7.39,2004,Mystery
1345,,,The Boy Who Lived Before,,,,,,,,,,,,,,,,,7.74,2013,Mystery
1346,,,Quest for the Lost Civilization,,,,,,,,,,,,,,,,,7.35,1998,Mystery
1347,,,The Lost Book of Nostradamus,,,,,,,,,,,,,,,,,7.11,,Mystery
1348,,,D'autres Mondes (Other Worlds),,,,,,,,,,,,,,,,,7.74,,Mystery
1349,,,Underworld: Flooded Kingdoms of the Ice Age,,,,,,,,,,,,,,,,,6.55,2002,Mystery
1350,,,Black Box UFO Secrets,,,,,,,,,,,,,,,,,7.66,,Mystery
1351,,,The Wisdom of the Dream,,,,,,,,,,,,,,,,,7.72,1989,Mystery
1352,,,Area 51,,,,,,,,,,,,,,,,,6.62,,Mystery
1353,,,The Lost Pyramids of Caral,,,,,,,,,,,,,,,,,7.32,2002,Mystery
1354,,,The Hour оf оur Time: The Legacy of William Cooper,,,,,,,,,,,,,,,,,7.96,,Mystery
1355,,,The Disclosure Project,,,,,,,,,,,,,,,,,7.90,2001,Mystery
1356,,,Secrets of the Occult,,,,,,,,,,,,,,,,,7.07,2006,Mystery
1357,,,Kymatica,,,,,,,,,,,,,,,,,7.50,,Mystery
1358,,,In Search of Ancient Astronauts,,,,,,,,,,,,,,,,,6.58,2008,Mystery
1359,,,The Secret NASA Transmissions: The Smoking Gun,,,,,,,,,,,,,,,,,7.35,2003,Mystery
1360,,,The Pharmacratic Inquisition,,,,,,,,,,,,,,,,,7.31,2007,Mystery
1361,,,The Legend of Atlantis,,,,,,,,,,,,,,,,,8.09,,Mystery
1362,,,Dark Secrets: Inside Bohemian Grove,,,,,,,,,,,,,,,,,6.61,,Mystery
1363,,,UFOs: The Secret Evidence,,,,,,,,,,,,,,,,,7.36,,Mystery
1364,,,The Legacy of Edgar Cayce,,,,,,,,,,,,,,,,,7.31,,Mystery
1365,,,"HIV = AIDS, Fact or Fraud?",,,,,,,,,,,,,,,,,7.64,2009,Mystery
1366,,,UFO: The Greatest Story Ever Denied,,,,,,,,,,,,,,,,,5.17,,Mystery
1367,,,The Illuminated Chakras,,,,,,,,,,,,,,,,,6.73,,Mystery
1368,,,Fastwalkers,,,,,,,,,,,,,,,,,7.00,2006,Mystery
1369,,,Edgar Cayce,,,,,,,,,,,,,,,,,7.64,2005,Mystery
1370,,,Esoteric Agenda,,,,,,,,,,,,,,,,,6.80,,Mystery
1371,,,Riddles in Stone: The Secret Architecture of Washington D.C.,,,,,,,,,,,,,,,,,6.68,2007,Mystery
1372,,,Ring of Power,,,,,,,,,,,,,,,,,8.10,2008,Mystery
1373,,,Out Of The Blue,,,,,,,,,,,,,,,,,8.05,,Mystery
1374,,,The Secret,,,,,,,,,,,5.6,,"12,080",1h 30min,Video 13 September 2007,Drew Heriot,6.66,2007,Mystery
1375,,,What the Bleep Do We Know!?,,,,,,,,,,,,,,,,,6.59,2004,Mystery
1376,,,The Roswell Incident,,,,,,,,,,,,,,,,,7.44,1995,Mystery
1377,45,1978,Beyond and Back,"$23,800,000","$23,800,000",,,,,,,,,,,,,,,5.88,1978,Mystery
1378,,,The Secret History of ISIS,,,,,,,,,,,,,,,,,7.53,2016,Military and War
1379,833,2017,City of Ghosts,"$210,847","$128,015","$82,832",712,"$128,015",18,"$13,601",2,"Jul 7, 2017",IFC Films,7.4,86.0,"3,421",1h 32min,21 July 2017 (UK),Matthew Heineman,5.89,2018,Military and War
1380,,,Robin Hood Complex,,,,,,,,,,,,,,,,,6.95,2017,Military and War
1381,,,War Crimes of the Liberators,,,,,,,,,,,,,,,,,7.27,2015,Military and War
1382,,,Nancy Wake: Gestapo's Most Wanted,,,,,,,,,,,,,,,,,8.19,2013,Military and War
1383,,,13 Hours that Saved Britain,,,,,,,,,,,,,,,,,6.75,2010,Military and War
1384,,,The Complete History of the Second World War,,,,,,,,,,,,,,,,,7.38,2017,Military and War
1385,,,The War that Changed the Course of History,,,,,,,,,,,,,,,,,7.97,2017,Military and War
1386,,,World War Three: Two and a Half Minutes to Midnight,,,,,,,,,,,,,,,,,6.56,2017,Military and War
1387,,,Escape from Marawi,,,,,,,,,,,,,,,,,8.29,2017,Military and War
1388,,,Gods and Monsters,,,,,,,,,,,,,,,,,7.24,2000,Military and War
1389,,,ISIL: Target Russia,,,,,,,,,,,,,,,,,7.90,2017,Military and War
1390,,,The Red Line,,,,,,,,,,,,,,,,,7.57,2017,Military and War
1391,,,The Boy Who Started the Syrian War,,,,,,,,,,,,,,,,,5.45,2017,Military and War
1392,,,Churchill's Traitors,,,,,,,,,,,,,,,,,6.70,2012,Military and War
1393,,,The Fall of Mosul,,,,,,,,,,,,,,,,,7.35,2016,Military and War
1394,,,Submarines: In Enemy Depths,,,,,,,,,,,,,,,,,7.75,2005,Military and War
1395,,,The Road to Fallujah,,,,,,,,,,,,,,,,,7.89,2016,Military and War
1396,,,Used and Betrayed,,,,,,,,,,,,,,,,,8.34,2016,Military and War
1397,,,Enemy of Enemies: The Rise of ISIL,,,,,,,,,,,,,,,,,7.92,2015,Military and War
1398,,,Her War: Women Vs. ISIS,,,,,,,,,,,,,,,,,7.95,2015,Military and War
1399,,,The Road to Mosul,,,,,,,,,,,,,,,,,8.42,2015,Military and War
1400,,,ISIS: On the Frontline,,,,,,,,,,,,,,,,,6.83,2015,Military and War
1401,,,Private Armies,,,,,,,,,,,,,,,,,7.55,2007,Military and War
1402,,,"ISIS: ""Islamic"" Extremism?",,,,,,,,,,,,,,,,,6.09,2014,Military and War
1403,,,The Islamic State,,,,,,,,,,,,,,,,,8.10,2014,Military and War
1404,,,Saving South Sudan,,,,,,,,,,,,,,,,,8.30,2014,Military and War
1405,,,The Lost Platoon,,,,,,,,,,,,,,,,,7.81,2012,Military and War
1406,,,Rojava: Syria's Unknown War,,,,,,,,,,,,,,,,,8.48,2014,Military and War
1407,,,Unmanned: America's Drone Wars,,,,,,,,,,,,,,,,,8.03,2013,Military and War
1408,,,The Enemy Within: The Pakistani Taliban,,,,,,,,,,,,,,,,,8.13,2013,Military and War
1409,,,This Is What Winning Looks Like,,,,,,,,,,,,,,,,,8.59,2013,Military and War
1410,,,America's War Games,,,,,,,,,,,,,,,,,7.93,2008,Military and War
1411,,,Benghazi Rising,,,,,,,,,,,,,,,,,6.70,2011,Military and War
1412,,,Goodbye Indonesia,,,,,,,,,,,,,,,,,7.78,2013,Military and War
1413,,,Ground Zero: Syria,,,,,,,,,,,,,,,,,7.31,2012,Military and War
1414,,,The War Game,,,,,,,,,,,,,,,,,6.68,1965,Military and War
1415,,,America's Deadliest Weapon,,,,,,,,,,,,,,,,,7.71,2004,Military and War
1416,,,The Manhattan Project,,,,,,,,,,,,,,,,,7.64,2000,Military and War
1417,,,Soldier Child,,,,,,,,,,,,,,,,,7.97,1998,Military and War
1418,,,Guarding the Queen,,,,,,,,,,,,,,,,,8.17,2007,Military and War
1419,,,Balochistan: Pakistan's Other War,,,,,,,,,,,,,,,,,7.07,2012,Military and War
1420,,,Vietnam: American Holocaust,,,,,,,,,,,,,,,,,7.91,2008,Military and War
1421,,,The Wehrmacht,,,,,,,,,,,,,,,,,7.93,2007,Military and War
1422,,,Sri Lanka's Killing Fields,,,,,,,,,,,,,,,,,8.01,2011,Military and War
1423,,,World War II in Colour,,,,,,,,,,,,,,,,,7.37,2010,Military and War
1424,,,The First World War,,,,,,,,,,,,,,,,,7.61,2005,Military and War
1425,,,Our War: 10 Years in Afghanistan,,,,,,,,,,,,,,,,,7.95,2011,Military and War
1426,,,Death of Osama Bin Laden: Operation Neptune Spear,,,,,,,,,,,,,,,,,6.12,2011,Military and War
1427,,,The War of the World,,,,,,,,,,,,,,,,,8.05,2006,Military and War
1428,,,Kill Shot: The Story Behind Osama bin Laden's Death,,,,,,,,,,,,,,,,,6.33,2011,Military and War
1429,,,Commando: On the Front Line,,,,,,,,,,,,,,,,,7.17,2007,Military and War
1430,303,2010,Restrepo,"$1,430,603","$1,330,894","$99,709",171,"$1,330,894",52,"$35,581",2,"Jun 25, 2010",National Geographic Entertainment,7.5,85.0,"21,790",1h 33min,6 August 2010 (USA),Tim Hetherington,8.07,2010,Military and War
1431,,,Vietnam: The Ten Thousand Day War,,,,,,,,,,,,,,,,,7.25,1980,Military and War
1432,,,Srebrenica: A Cry from the Grave,,,,,,,,,,,,,,,,,5.93,,Military and War
1433,,,Genocide: Worse Than War,,,,,,,,,,,,,,,,,6.76,2010,Military and War
1434,,,Exit Afghanistan,,,,,,,,,,,,,,,,,7.15,2010,Military and War
1435,,,Yugoslavia: The Avoidable War,,,,,,,,,,,,,,,,,6.77,1999,Military and War
1436,,,Ghosts of Rwanda,,,,,,,,,,,,,,,,,8.00,2004,Military and War
1437,,,Battle Tank,,,,,,,,,,,,,,,,,7.84,,Military and War
1438,,,SAS Survival Secrets,,,,,,,,,,,,,,,,,6.42,,Military and War
1439,,,The Art of War,,,,,,,,,,,,,,,,,8.30,2009,Military and War
1440,,,Guns For Hire (Afghanistan),,,,,,,,,,,,,,,,,6.32,2005,Military and War
1441,,,Life and Death in the War Zone,,,,,,,,,,,,,,,,,7.40,2004,Military and War
1442,,,The True Story of Black Hawk Down,,,,,,,,,,,,,,,,,6.97,2003,Military and War
1443,,,Apocalypse: The Second World War,,,,,,,,,,,,,,,,,7.29,2009,Military and War
1444,,,The Cu Chi Tunnels,,,,,,,,,,,,,,,,,7.90,1990,Military and War
1445,,,Iraq: The Women's Story,,,,,,,,,,,,,,,,,7.54,,Military and War
1446,,,Private Warriors,,,,,,,,,,,,,,,,,7.00,2005,Military and War
1447,,,Wars In Peace,,,,,,,,,,,,,,,,,6.60,,Military and War
1448,,,Gulf War Syndrome: Killing Our Own,,,,,,,,,,,,,,,,,7.87,2007,Military and War
1449,533,2002,The Trials of Henry Kissinger,"$515,678","$515,678",,337,"$516,726",8,"$14,667",1,"Sep 25, 2002",First Run,,,,,,,8.97,2002,Military and War
1450,,,War Photographer,,,,975,"$61,040",1,"$9,327",1,"Jun 19, 2002",First Run,,,,,,,8.08,2001,Military and War
1451,,,Death of a Nation: The Timor Conspiracy,,,,,,,,,,,,,,,,,8.67,1994,Military and War
1452,,,Flying the Flag: Arming the World,,,,,,,,,,,,,,,,,8.90,1994,Military and War
1453,,,USS Liberty Dead in the Water,,,,,,,,,,,,,,,,,8.80,,Military and War
1454,,,The Killing Zone,,,,,,,,,,,,,,,,,7.90,2003,Military and War
1455,,,Fighting the Taliban,,,,,,,,,,,,,,,,,7.89,2007,Military and War
1456,,,Afghan Massacre: The Convoy of Death,,,,,,,,,,,,,,,,,7.76,,Military and War
1457,,,The Killing of Kashmir,,,,,,,,,,,,,,,,,6.57,2005,Military and War
1458,,,Year Zero: The Silent Death of Cambodia,,,,,,,,,,,,,,,,,8.59,1979,Military and War
1459,,,Palestine is Still the Issue,,,,,,,,,,,,,,,,,8.48,2003,Military and War
1460,,,Occupation 101: Voices of the Silenced Majority,,,,,,,,,,,,,,,,,8.14,2006,Military and War
1461,,,Invisible Children,,,,,,,,,,,,,,,,,7.67,,Military and War
1462,,,I Know I'm Not Alone,,,,,,,,,,,,,,,,,8.03,,Military and War
1463,,,Fallujah: The Hidden Massacre,,,,,,,,,,,,,,,,,6.78,2005,Military and War
1464,749,2006,The War Tapes,"$254,190","$254,190",,499,"$254,190",9,"$12,268",1,"Jun 2, 2006",-,,,,,,,6.50,,Military and War
1465,144,2003,The Fog of War,"$5,233,915","$4,198,566","$1,035,349",,,,,,,,,,,,,,7.87,2003,Military and War
1466,,,The World at War,,,,,,,,,,,,,,,,,7.26,,Military and War
1467,,,The Civil War: A Film by Ken Burns,,,,,,,,,,,,,,,,,7.69,1990,Military and War
1468,,,Hearts and Minds,,,,,,,,,,,8.2,68.0,"5,232",1h 52min,17 November 1975 (Sweden),Peter Davis,7.76,1974,Military and War
1469,,,The Fall of The Simpsons: How it Happened,,,,,,,,,,,,,,,,,8.06,2017,Media
1470,,,Post-Truth Times: We the media,,,,,,,,,,,,,,,,,5.25,2017,Media
1471,,,London Calling,,,,,,,,,,,,,,,,,8.09,2016,Media
1472,,,The Story of Technoviking,,,,,,,,,,,,,,,,,6.73,2015,Media
1473,,,Stanley Kubrick's Boxes,,,,,,,,,,,,,,,,,8.71,2008,Media
1474,,,That's Not Funny,,,,,,,,,,,,,,,,,7.95,2014,Media
1475,,,Buying the War,,,,,,,,,,,,,,,,,8.81,2007,Media
1476,,,John Pilger: Real Journalism,,,,,,,,,,,,,,,,,8.65,2012,Media
1477,,,The Mean World Syndrome,,,,,,,,,,,,,,,,,6.29,2010,Media
1478,,,How TV Ruined Your Life,,,,,,,,,,,,,,,,,8.02,2011,Media
1479,,,PsyWar,,,,,,,,,,,,,,,,,8.54,2010,Media
1480,,,Starsuckers,,,,,,,,,,,,,,,,,8.04,2009,Media
1481,,,Weapons of Mass Deception,,,,,,,,,,,,,,,,,8.38,,Media
1482,,,Hollywood and The Pentagon: A Dangerous Liaison,,,,,,,,,,,,,,,,,8.00,,Media
1483,,,"No Logo: Brands, Globalization and Resistance",,,,,,,,,,,,,,,,,7.17,2003,Media
1484,,,Behind The Big News: Propaganda and the CFR,,,,,,,,,,,,,,,,,7.72,,Media
1485,,,Reel Bad Arabs: How Hollywood Vilifies A People,,,,,,,,,,,,,,,,,7.92,2006,Media
1486,,,Manufacturing Consent: Noam Chomsky and the Media,,,,,,,,,,,,,,,,,9.02,1992,Media
1487,,,How Doggerland Sank Beneath the Waves,,,,,,,,,,,,,,,,,8.33,2020,History
1488,,,Alexander the Great,,,,,,,,,,,,,,,,,8.47,2017,History
1489,,,The Secret of Mona Lisa,,,,,,,,,,,,,,,,,7.50,2012,History
1490,,,Jericho: The First City on Earth?,,,,,,,,,,,,,,,,,7.65,2019,History
1491,,,1000 AD: A Tour of Europe,,,,,,,,,,,,,,,,,6.65,2020,History
1492,,,The Lost City of the Monkey God,,,,,,,,,,,,,,,,,6.00,2020,History
1493,,,World War Two: Capitulation,,,,,,,,,,,,,,,,,8.87,2019,History
1494,,,Criminal Doctors: Auschwitz,,,,,,,,,,,,,,,,,7.95,2014,History
1495,,,Stolen Children: The Kidnapping Campaign of Nazi Germany,,,,,,,,,,,,,,,,,7.43,2020,History
1496,,,We Heard the Bells: The Influenza of 1918,,,,,,,,,,,,,,,,,8.00,2010,History
1497,,,The Civilian Conservation Corps,,,,,,,,,,,,,,,,,8.98,2009,History
1498,,,We Shall Not Die Now,,,,,,,,,,,,,,,,,5.65,2019,History
1499,,,Secrets of the Stone Age,,,,,,,,,,,,,,,,,5.71,2017,History
1500,,,China's Forgotten Emperor,,,,,,,,,,,,,,,,,8.24,2015,History
1501,,,The Search for the Last Supper,,,,,,,,,,,,,,,,,5.79,2017,History
1502,,,The Bronze Age Collapse,,,,,,,,,,,,,,,,,6.83,2019,History
1503,,,The Real Chernobyl,,,,,,,,,,,,,,,,,6.81,2019,History
1504,,,Putin's Rise to Power,,,,,,,,,,,,,,,,,6.65,2016,History
1505,,,Congo: A Journey to the Heart of Africa,,,,,,,,,,,,,,,,,7.16,2019,History
1506,,,Fashion at War,,,,,,,,,,,,,,,,,6.26,2018,History
1507,,,Dick Winters: Hang Tough,,,,,,,,,,,,,,,,,6.07,2012,History
1508,,,Bringing Down a Dictator,,,,,,,,,,,,,,,,,5.78,2002,History
1509,,,In the Name of Science,,,,,,,,,,,,,,,,,6.84,2018,History
1510,,,Power's War,,,,,,,,,,,,,,,,,8.07,2015,History
1511,,,Hitler's Frozen Army,,,,,,,,,,,,,,,,,8.03,2013,History
1512,,,Truth at Last: The Assassination of Martin Luther King,,,,,,,,,,,,,,,,,8.66,2018,History
1513,,,The Sinking of the RMS Titanic,,,,,,,,,,,,,,,,,7.67,2017,History
1514,,,The Great Plague,,,,,,,,,,,,,,,,,8.13,2001,History
1515,,,Little Sparta,,,,,,,,,,,,,,,,,6.94,2017,History
1516,,,Prisoner Number A26188: Henia Bryer,,,,,,,,,,,,,,,,,7.90,2015,History
1517,,,The Syphilis Enigma,,,,,,,,,,,,,,,,,7.55,2001,History
1518,,,Britain's Bloodiest Dynasty,,,,,,,,,,,,,,,,,8.21,2014,History
1519,,,Plutocracy III: Class War,,,,,,,,,,,,,,,,,8.48,2017,History
1520,,,Harem,,,,,,,,,,,,,,,,,7.08,2003,History
1521,,,The Lost Army of King Cambyses,,,,,,,,,,,,,,,,,6.84,2002,History
1522,,,Elizabeth,,,,,,,,,,,,,,,,,6.65,1999,History
1523,,,Canada's Dark Secret,,,,,,,,,,,,,,,,,7.67,2017,History
1524,,,The Crusades: An Arab Perspective,,,,,,,,,,,,,,,,,5.40,2016,History
1525,,,Idi Amin: Famous for the Wrong Reasons,,,,,,,,,,,,,,,,,7.16,2013,History
1526,,,Gallipoli,,,,,,,,,,,,,,,,,8.10,2005,History
1527,,,The Hittites,,,,,,,,,,,,,,,,,8.36,2003,History
1528,,,The Caliph,,,,,,,,,,,,,,,,,7.12,2016,History
1529,,,The Romanovs,,,,,,,,,,,,,,,,,8.45,2013,History
1530,,,Century of Enslavement: The History of the Federal Reserve,,,,,,,,,,,,,,,,,8.10,2014,History
1531,,,Holy War,,,,,,,,,,,,,,,,,6.79,2011,History
1532,,,Lost on the Atlantic,,,,,,,,,,,,,,,,,8.38,2008,History
1533,,,Persian Legacy of the Flames,,,,,,,,,,,,,,,,,7.54,2013,History
1534,,,Ice Age Hunters,,,,,,,,,,,,,,,,,7.90,2013,History
1535,,,The Story of the Lost Nuke,,,,,,,,,,,,,,,,,7.08,2014,History
1536,,,A Day in the Life of a Dictator,,,,,,,,,,,,,,,,,8.27,2015,History
1537,,,Hidden Killers of the Edwardian Home,,,,,,,,,,,,,,,,,8.22,2014,History
1538,,,The Origin of Democracy,,,,,,,,,,,,,,,,,6.17,2014,History
1539,,,World War I: American Legacy,,,,,,,,,,,,,,,,,8.08,2006,History
1540,,,Blood and Oil,,,,,,,,,,,,,,,,,8.51,2010,History
1541,,,The Mystery of the People Frozen in Time,,,,,,,,,,,,,,,,,8.13,2013,History
1542,,,The Trial of Saddam Hussein,,,,,,,,,,,,,,,,,6.92,2007,History
1543,,,America's Planned War on Britain: Revealed,,,,,,,,,,,,,,,,,7.56,2011,History
1544,,,The Heirs of Genghis Khan,,,,,,,,,,,,,,,,,7.84,2004,History
1545,,,America's Great Indian Leaders,,,,,,,,,,,,,,,,,8.63,1994,History
1546,,,America's Great Indian Nations,,,,,,,,,,,,,,,,,8.20,1994,History
1547,,,The Pendle Witch Child,,,,,,,,,,,,,,,,,8.13,2011,History
1548,,,Red Cry,,,,,,,,,,,,,,,,,8.52,2013,History
1549,,,The Precursors of the Inca,,,,,,,,,,,,,,,,,7.82,2004,History
1550,,,Death on the Railroad,,,,,,,,,,,,,,,,,7.66,2013,History
1551,,,Bugging Hitler's Soldiers,,,,,,,,,,,,,,,,,8.19,2013,History
1552,,,The Silver Pharaoh,,,,,,,,,,,,,,,,,8.22,2010,History
1553,,,Syria: The Reckoning,,,,,,,,,,,,,,,,,7.21,2013,History
1554,,,Children of the Decree,,,,,,,,,,,,,,,,,8.77,2005,History
1555,,,Crash Course: US History,,,,,,,,,,,,,,,,,7.63,2013,History
1556,,,Poor Us: An Animated History,,,,,,,,,,,,,,,,,8.19,2012,History
1557,,,Royal Babylon,,,,,,,,,,,,,,,,,8.35,2012,History
1558,,,The Weight of Chains,,,,,,,,,,,,,,,,,7.43,2010,History
1559,,,The Invisible Nation,,,,,,,,,,,,,,,,,8.13,2007,History
1560,,,Dracula: The True Story,,,,,,,,,,,,,,,,,6.35,1997,History
1561,,,They Chose China,,,,,,,,,,,,,,,,,8.52,2005,History
1562,,,Grandma's Tattoos,,,,,,,,,,,,,,,,,7.29,2012,History
1563,,,1932: A True History of the United States,,,,,,,,,,,,,,,,,7.57,2008,History
1564,,,Crash Course: World History,,,,,,,,,,,,,,,,,7.98,2012,History
1565,,,The Strangest Dream,,,,,,,,,,,,,,,,,8.45,2008,History
1566,509,2003,The Weather Underground,"$564,632","$564,632",,316,"$564,632",14,"$13,984",1,"Jun 4, 2003",Shadow Distribution,,,,,,,8.21,2002,History
1567,,,The Empire in Africa,,,,"2,039","$1,088",3,"$1,088",3,"Dec 8, 2006",Cinema Libre Studio,,,,,,,8.12,2006,History
1568,,,Beating The Bomb,,,,,,,,,,,,,,,,,8.20,2010,History
1569,,,Soviet Storm: WW2 In the East,,,,,,,,,,,,,,,,,8.31,2011,History
1570,,,British Empire in Colour,,,,,,,,,,,,,,,,,7.67,2002,History
1571,,,The Making of Modern Britain,,,,,,,,,,,,,,,,,7.55,2009,History
1572,,,History of the Home,,,,,,,,,,,,,,,,,7.93,2011,History
1573,,,Filthy Cities,,,,,,,,,,,,,,,,,8.26,2011,History
1574,,,The Frankincense Trail,,,,,,,,,,,,,,,,,6.55,2009,History
1575,,,The Romantics,,,,,,,,,,,,,,,,,7.50,2006,History
1576,,,The Legends of Santa,,,,,,,,,,,,,,,,,6.59,2009,History
1577,,,Conquistadors,,,,,,,,,,,,,,,,,6.91,2000,History
1578,,,Bedlam: The History of Bethlem Hospital,,,,,,,,,,,,,,,,,7.41,2010,History
1579,,,Afraid of the Dark,,,,,,,,,,,,,,,,,6.52,2010,History
1580,,,The Presidents,,,,,,,,,,,,,,,,,7.72,2005,History
1581,,,World War 1 in Color,,,,,,,,,,,,,,,,,6.84,2003,History
1582,,,The Revolution,,,,,,,,,,,,,,,,,6.69,2006,History
1583,,,1421: The Year China Discovered America?,,,,,,,,,,,,,,,,,7.76,2004,History
1584,,,New York: A Documentary Film,,,,,,,,,,,,,,,,,7.23,1999,History
1585,,,The Atomic Cafe,,,,"1,379","$22,293",5,"$4,098",1,"Aug 1, 2018",Kino Lorber,,,,,,,8.00,1982,History
1586,,,The History of Chocolate,,,,,,,,,,,,,,,,,5.20,2007,History
1587,,,The Six Wives of Henry VIII,,,,,,,,,,,,,,,,,7.86,2001,History
1588,,,Cities of the Underworld,,,,,,,,,,,,,,,,,8.02,2007,History
1589,,,Weapons that Made Britain,,,,,,,,,,,,,,,,,7.35,2004,History
