,Rank_MOJO_by_Box_office,Title,Lifetime_Gross_MOJO,Max_Theaters,Opening_Box,Opening_Th,User_Rating_IMDB,Metacritic,Number_of_votes_IMDB,Release_Difference,CBS Films,Focus Features,IDP Distribution,IMAX,Lionsgate,National Geographic Entertainment,Neon,Other,Overture Films,Paramount Classics,Paramount Pictures,Sony Pictures Entertainment (SPE),United Artists,Walt Disney Studios Motion Pictures,Warner Bros.,Warner Independent Pictures (WIP)
0,1,Fahrenheit 9/11,119194771,2011.0,23920637.0,868.0,7.5,67.0,125629,8475.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2,March of the Penguins,77437223,2506.0,137492.0,4.0,7.5,79.0,55375,8841.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,4,This Is It,72091016,3481.0,23234394.0,3481.0,7.2,67.0,38161,10428.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,5,Under the Sea 3D,36262926,108.0,661185.0,49.0,7.5,77.0,1730,10171.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,7,Earth,32011576,1804.0,8825760.0,1804.0,8.0,72.0,14137,10239.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,10,Born to Be Wild,25978556,208.0,871478.0,206.0,7.6,66.0,2930,10955.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,12,Sicko,24540079,1117.0,68969.0,1.0,7.9,74.0,73259,9569.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,13,An Inconvenient Truth,24146161,587.0,281330.0,4.0,7.4,75.0,79832,9175.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,14,Won't You Be My Neighbor?,22835787,893.0,475419.0,29.0,8.4,85.0,22152,13573.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,15,Bowling for Columbine,21576018,248.0,209148.0,8.0,7.9,72.0,138833,7854.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10,18,Bears,17780194,1790.0,4776267.0,1720.0,7.4,68.0,6404,12061.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,19,Free Solo,17541090,483.0,294288.0,4.0,8.2,83.0,51388,13685.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,20,Monkey Kingdom,16432322,2012.0,4577861.0,2012.0,7.3,72.0,3674,12425.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13,21,A Beautiful Planet,15650615,155.0,223983.0,137.0,7.4,75.0,1130,12803.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,22,African Cats,15428747,1224.0,6003200.0,1220.0,7.6,61.0,6141,10969.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15,26,Capitalism: A Love Story,14363397,995.0,231964.0,4.0,7.4,61.0,40869,10393.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16,27,RBG,14017361,432.0,578470.0,34.0,7.6,71.0,11280,13538.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17,31,Three Identical Strangers,12320845,433.0,171503.0,5.0,7.7,81.0,24343,13594.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18,32,Super Size Me,11536423,230.0,516641.0,41.0,7.2,73.0,100146,8428.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,34,Winged Migration,10764402,202.0,33128.0,1.0,7.9,82.0,11435,8043.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,36,Amy,8413144,435.0,222500.0,6.0,7.8,85.0,47767,12502.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,37,Mad Hot Ballroom,8117961,202.0,45348.0,2.0,7.3,71.0,3353,8799.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,39,Hoop Dreams,7830611,262.0,18396.0,3.0,8.3,98.0,24023,4935.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,41,Tupac: Resurrection,7718961,804.0,4632847.0,801.0,7.9,66.0,8928,8253.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,42,Penguins,7699452,1815.0,2282593.0,1815.0,7.0,69.0,1276,13886.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,46,I Am Not Your Negro,7123919,320.0,686378.0,43.0,7.9,95.0,18686,13083.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26,47,Roger & Me,6706368,265.0,80253.0,4.0,7.4,70.0,25414,3178.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,48,Waiting for 'Superman',6417135,330.0,139033.0,4.0,7.5,81.0,10599,10759.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28,49,The Aristocrats,6377461,234.0,243796.0,4.0,6.4,72.0,15909,8876.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,50,Fahrenheit 11/9,6352306,1719.0,3008563.0,1719.0,7.0,69.0,16996,13678.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30,54,Spellbound,5728581,117.0,17508.0,1.0,7.5,80.0,11812,8055.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31,56,Shine a Light,5505267,277.0,1488081.0,276.0,7.2,76.0,10990,9856.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32,58,Cave of Forgotten Dreams,5304920,123.0,139101.0,5.0,7.4,86.0,14966,10976.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,61,Pavarotti,4600249,288.0,144032.0,19.0,7.5,66.0,2439,13937.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,62,Touching the Void,4593598,137.0,96973.0,5.0,8.0,82.0,33209,8323.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35,63,Amazing Grace,4450456,263.0,57353.0,3.0,7.5,94.0,3366,13755.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36,64,"Food, Inc.",4417674,155.0,60513.0,3.0,7.8,80.0,49069,10290.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37,65,The Biggest Little Farm,4366949,285.0,110492.0,5.0,8.1,73.0,4915,13909.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38,66,Inside Job,4312735,250.0,39649.0,2.0,8.2,88.0,68530,10773.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39,67,Linda Ronstadt: The Sound of My Voice,4252657,247.0,113235.0,7.0,8.0,77.0,1393,14028.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40,70,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,4198566,261.0,41449.0,3.0,8.1,87.0,22564,8288.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41,71,Good Hair,4157223,466.0,1039220.0,186.0,6.9,72.0,5440,10409.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42,73,Buck,4038912,152.0,67548.0,4.0,7.6,76.0,3152,11025.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43,74,Young@Heart,3992189,212.0,50937.0,4.0,7.9,75.0,3842,9861.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
44,75,Bully,3863446,263.0,535433.0,158.0,7.3,74.0,9747,11326.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45,76,Where to Invade Next,3827261,308.0,897034.0,308.0,7.5,64.0,23251,12726.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46,78,The September Issue,3820067,143.0,220633.0,6.0,7.1,69.0,7357,10367.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47,79,Paris Is Burning,3779620,91.0,310127.0,23.0,8.2,82.0,12206,3773.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
48,81,Searching for Sugar Man,3696196,157.0,27459.0,3.0,8.2,79.0,62884,11431.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49,82,Step Into Liquid,3681803,91.0,135985.0,5.0,7.5,72.0,2594,8155.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,83,Pina,3524826,84.0,68012.0,3.0,7.7,83.0,14318,11214.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51,84,Born Into Brothels: Calcutta's Red Light Kids,3515061,127.0,14605.0,1.0,7.2,78.0,16015,8643.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,86,An Inconvenient Sequel: Truth to Power,3496795,556.0,124823.0,4.0,6.4,68.0,7519,13258.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,87,Echo in the Canyon,3355324,147.0,117651.0,2.0,6.9,69.0,2231,13923.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54,88,Rize,3336391,352.0,1574787.0,352.0,7.1,74.0,3113,8841.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55,89,Exit Through the Gift Shop,3291250,46.0,170756.0,8.0,8.0,85.0,61670,10598.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56,90,Catfish,3237343,143.0,257285.0,12.0,7.1,65.0,40543,10752.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57,91,Grizzly Man,3178403,105.0,269131.0,29.0,7.8,87.0,52179,8890.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58,92,The Eagle Huntress,3169351,122.0,52574.0,4.0,7.5,72.0,3436,12990.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59,93,Maiden,3168978,180.0,46931.0,6.0,7.7,82.0,1634,13958.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60,94,Wordplay,3121270,154.0,32847.0,2.0,7.3,73.0,3565,9198.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61,95,Capturing the Friedmans,3119113,78.0,65154.0,3.0,7.7,90.0,23736,8085.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62,96,The Wild Parrots of Telegraph Hill,3058527,67.0,36731.0,5.0,7.8,80.0,2921,8706.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
63,97,Crumb,3041083,56.0,19859.0,1.0,8.0,93.0,18236,5124.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64,98,Whitney,3026351,451.0,1265572.0,451.0,7.3,75.0,6439,13601.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
65,100,Man on Wire,2962242,93.0,51392.0,2.0,7.7,89.0,52023,9968.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
66,101,Joan Rivers: A Piece of Work,2930687,115.0,164351.0,7.0,7.4,79.0,3573,10654.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
67,102,The Beatles: Eight Days a Week - The Touring Years,2930414,155.0,785336.0,85.0,7.8,72.0,11054,12942.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
68,104,Kedi,2835047,130.0,40103.0,1.0,7.7,78.0,12720,13090.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69,105,Citizenfour,2800870,105.0,126321.0,5.0,8.0,88.0,51546,12250.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70,106,When We Were Kings,2789985,92.0,12479.0,2.0,8.0,83.0,14951,5677.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71,107,Comedian,2751988,244.0,60224.0,4.0,6.9,62.0,6474,7854.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72,108,My Architect,2750707,39.0,37929.0,2.0,7.4,81.0,3055,8251.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73,110,Samsara,2672413,70.0,76222.0,2.0,8.5,65.0,32636,11459.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74,111,He Named Me Malala,2668936,477.0,61808.0,4.0,6.9,61.0,4417,12593.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
75,112,Control Room,2589616,74.0,27125.0,1.0,7.6,79.0,5001,8442.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
76,114,Jiro Dreams of Sushi,2552478,80.0,42035.0,2.0,7.9,77.0,33083,11291.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
77,116,The Endurance,2453083,40.0,18931.0,3.0,7.8,85.0,1846,7483.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
78,117,The Gatekeepers,2415727,131.0,61552.0,3.0,7.6,91.0,5400,11620.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
79,118,The Queen of Versailles,2401999,89.0,51326.0,3.0,7.1,80.0,12451,11424.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80,120,Meru,2334228,176.0,91279.0,7.0,7.7,77.0,14634,12544.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
81,123,A Brief History of Time,2279692,45.0,84025.0,5.0,7.3,78.0,5128,4151.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82,124,Riding Giants,2276368,64.0,134400.0,26.0,7.9,80.0,4326,8491.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83,127,Blackfish,2073582,99.0,75962.0,5.0,8.1,83.0,60899,11788.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84,129,Beyond the Mat,2053648,298.0,9532.0,1.0,7.6,73.0,8103,6769.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
85,131,Pope Francis: A Man of His Word,2008385,385.0,507870.0,346.0,6.2,63.0,1906,13552.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,134,The Corporation,1879983,28.0,28671.0,2.0,8.0,73.0,20290,8456.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,135,Fantastic Fungi,1788322,37.0,9419.0,1.0,7.7,70.0,1345,14042.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88,137,Valentino: The Last Emperor,1755134,38.0,21762.0,1.0,7.2,68.0,1731,10204.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
89,139,Every Little Step,1725141,70.0,68504.0,8.0,7.5,76.0,1420,10234.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,141,Jane,1723379,96.0,58348.0,3.0,7.8,87.0,4416,13342.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
91,144,Who Killed the Electric Car?,1678874,74.0,45138.0,8.0,7.6,70.0,12074,9210.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92,145,Weiner,1676108,88.0,84173.0,5.0,7.6,84.0,9600,12824.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
93,146,Tim's Vermeer,1671377,129.0,49777.0,4.0,7.8,76.0,7681,11984.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
94,148,Senna,1612430,47.0,73497.0,2.0,8.5,79.0,62630,11081.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
95,149,It Might Get Loud,1610163,75.0,92679.0,7.0,7.6,70.0,12260,10353.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
96,151,Stories We Tell,1600145,70.0,27053.0,2.0,7.5,91.0,12142,11718.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
97,153,Western Stars,1581681,553.0,560282.0,345.0,7.5,80.0,1318,14077.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
98,157,Fed Up,1538899,104.0,126028.0,18.0,7.7,71.0,11379,12082.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
99,158,Murderball,1531154,97.0,57286.0,8.0,7.7,87.0,9790,8855.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100,159,Finding Vivian Maier,1514782,97.0,63600.0,3.0,7.7,75.0,12904,12040.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
101,162,Why We Fight,1439972,64.0,53571.0,6.0,8.0,68.0,9710,9051.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
102,163,The Kid Stays in the Picture,1439232,56.0,89087.0,4.0,7.3,75.0,6899,7777.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,164,No End in Sight,1433319,117.0,31533.0,2.0,8.2,89.0,8105,9604.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
104,166,Marley,1413480,73.0,262004.0,42.0,8.0,82.0,13046,11333.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
105,170,The Salt of the Earth,1343349,80.0,44900.0,4.0,8.5,83.0,19345,12404.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
106,171,Restrepo,1330894,52.0,35581.0,2.0,7.5,85.0,21790,10668.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
107,174,Iris,1310678,92.0,57254.0,6.0,7.2,80.0,4142,12437.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
108,177,Brother's Keeper,1305915,15.0,10758.0,1.0,7.5,93.0,3812,4170.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
109,178,The Wolfpack,1301696,94.0,43920.0,2.0,7.0,75.0,11829,12481.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
110,179,Dogtown and Z-Boys,1300682,70.0,103355.0,20.0,7.7,76.0,12136,7686.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
111,181,Startup.com,1283356,35.0,16118.0,1.0,7.0,75.0,3255,7336.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
112,182,Maria By Callas,1267301,149.0,91915.0,16.0,7.2,71.0,1506,13720.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113,184,McQueen,1257275,95.0,98873.0,4.0,7.8,84.0,6158,13615.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
114,187,Gonzo,1252100,59.0,191942.0,26.0,7.7,73.0,7460,9947.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
115,190,Metallica: Some Kind of Monster,1222708,147.0,46359.0,3.0,7.5,74.0,17196,8491.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116,191,The Thin Blue Line,1209846,23.0,17814.0,1.0,8.0,79.0,21252,2695.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
117,192,Inequality for All,1205273,103.0,140888.0,28.0,8.1,68.0,6571,11858.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
118,193,"Beats, Rhymes & Life: The Travels of A Tribe Called Quest",1200326,54.0,111982.0,4.0,7.7,76.0,3433,11046.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
119,197,Festival Express,1174079,43.0,12074.0,1.0,7.6,85.0,2138,8505.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
120,198,American Movie,1165795,29.0,20260.0,2.0,7.9,84.0,16538,6783.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
121,202,In the Shadow of the Moon,1134358,104.0,38281.0,4.0,8.0,84.0,6500,9646.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
122,203,Paper Clips,1121744,43.0,25535.0,5.0,7.2,64.0,1668,8629.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
123,204,The U.S. vs. John Lennon,1109146,65.0,69143.0,6.0,7.3,64.0,5351,9289.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
124,208,Page One: Inside the New York Times,1067028,65.0,28911.0,2.0,6.9,68.0,3248,11025.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
125,209,Leonard Cohen: I'm Your Man,1044254,55.0,17130.0,1.0,6.8,68.0,2074,9203.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
126,211,Dior and I,1028953,105.0,45772.0,2.0,7.3,70.0,3474,12418.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
127,212,Diana Vreeland: The Eye Has to Travel,1017579,27.0,63700.0,3.0,7.5,69.0,1417,11487.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
128,213,First Position,1014071,58.0,48024.0,5.0,7.6,72.0,3269,11347.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
129,214,Marianne & Leonard: Words of Love,1012034,101.0,44942.0,4.0,6.9,69.0,1238,13965.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
130,218,Faces Places,953717,42.0,31006.0,5.0,7.9,94.0,10436,13328.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
131,220,Encounters at the End of the World,944933,39.0,17730.0,1.0,7.7,80.0,16938,9924.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
132,221,American Teen,942441,109.0,45589.0,5.0,6.4,66.0,4066,9968.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
133,222,Dark Horse,940715,74.0,13838.0,3.0,7.3,75.0,978,12810.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
134,228,Jesus Camp,902544,52.0,17659.0,13.0,7.4,62.0,26176,9289.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
135,229,The War Room,901668,21.0,15264.0,1.0,7.3,78.0,3786,4590.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
136,230,The Imposter,898317,31.0,22379.0,1.0,7.5,77.0,44629,11417.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
137,233,Tea With the Dames,889343,71.0,14777.0,1.0,7.3,85.0,1810,13678.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
138,234,Tyson,887918,56.0,85046.0,11.0,7.5,83.0,12098,10241.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
139,237,Particle Fever,869838,27.0,53901.0,4.0,7.4,87.0,7134,12017.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
140,238,The Cove,857005,56.0,57640.0,4.0,8.4,84.0,46897,10339.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
141,241,Generation Iron,849521,84.0,245000.0,53.0,7.1,61.0,7531,11851.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
142,242,Arctic Tale,833532,227.0,22607.0,4.0,7.0,64.0,1770,9602.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
143,243,I.O.U.S.A.,821046,358.0,61313.0,18.0,7.5,70.0,1822,9996.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
144,244,Bombshell: The Hedy Lamarr Story,820300,36.0,8000.0,1.0,7.4,70.0,3225,13377.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
145,246,Honeyland,815082,56.0,31381.0,2.0,8.0,86.0,12477,13986.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
146,247,Life Itself,810454,100.0,131411.0,23.0,7.8,87.0,14711,12138.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
147,249,The Tillman Story,802535,28.0,52185.0,4.0,7.7,86.0,4514,10724.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
148,253,Up the Yangtze,783969,23.0,15851.0,1.0,7.5,84.0,1775,9877.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
149,256,To Be and to Have,777129,14.0,20528.0,3.0,7.8,87.0,7717,8197.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
150,259,For All Mankind,770132,9.0,33777.0,6.0,8.2,79.0,4998,3127.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
151,262,Seymour: An Introduction,743541,64.0,26587.0,2.0,7.4,83.0,1001,12390.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
152,267,Lost in La Mancha,732393,24.0,63303.0,8.0,7.3,74.0,11122,7966.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
153,273,The 11th Hour,707343,111.0,60853.0,4.0,7.3,63.0,5543,9625.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
154,275,Cartel Land,704352,65.0,15581.0,2.0,7.4,76.0,17671,12502.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
155,277,Tabloid,696921,37.0,91201.0,14.0,7.0,74.0,6571,11053.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
156,278,Muscle Shoals,696241,56.0,13901.0,1.0,7.7,75.0,3453,11858.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
157,279,Red Army,694600,84.0,20100.0,3.0,7.6,83.0,6553,12341.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
158,282,Inside Deep Throat,691880,27.0,88709.0,12.0,6.7,64.0,6445,8708.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
159,285,The King of Kong: A Fistful of Quarters,677914,58.0,51493.0,5.0,8.1,83.0,34450,9625.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
160,287,Anvil: The Story of Anvil,667911,27.0,34651.0,3.0,7.9,82.0,15462,10227.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
161,288,Jodorowsky's Dune,647280,61.0,36018.0,3.0,8.1,79.0,21327,12033.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
162,290,City of Gold,640979,50.0,62959.0,4.0,7.2,72.0,914,12754.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
163,291,Dust to Glory,640013,80.0,15757.0,2.0,7.5,61.0,928,8757.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
164,292,The Greatest Movie Ever Sold,638476,141.0,118294.0,18.0,6.6,66.0,14536,10969.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
165,293,The Last Lions,635325,61.0,53344.0,4.0,8.3,69.0,3991,10906.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
166,296,"Love, Gilda",626318,112.0,189639.0,82.0,7.4,74.0,1320,13678.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
167,299,Tickled,613956,53.0,21898.0,2.0,7.6,76.0,16063,12852.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
168,301,The Filth and the Fury,612192,29.0,13305.0,1.0,7.7,82.0,5544,6928.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
169,302,Gunner Palace,607844,56.0,63520.0,8.0,6.6,70.0,1884,8729.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
170,306,Lo and Behold: Reveries of the Connected World,594912,51.0,114273.0,39.0,7.0,76.0,11745,12915.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
171,307,Tarnation,592014,22.0,12740.0,1.0,7.1,87.0,6314,8580.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
172,311,Gleason,583664,148.0,91583.0,9.0,8.4,80.0,2524,12894.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
173,313,Pick of the Litter,578717,60.0,16519.0,2.0,7.6,64.0,1131,13657.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
174,316,The Weather Underground,564632,14.0,13984.0,1.0,7.4,77.0,3411,8090.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
175,317,Hands on a Hardbody: The Documentary,563482,6.0,7607.0,1.0,7.6,82.0,1738,6300.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
